date,C,Kph,Hg
2015-01-01,16.0,8.0,30.15
2015-01-02,18.0,11.0,30.09
2015-01-03,18.0,7.0,30.06
2015-01-04,17.0,12.0,30.0
2015-01-05,16.0,11.0,30.09
2015-01-06,16.0,11.0,30.09
2015-01-07,17.0,13.0,29.97
2015-01-08,14.0,17.0,30.09
2015-01-09,12.0,4.0,30.15
2015-01-10,9.0,11.0,30.06
2015-01-11,9.0,12.0,30.24
2015-01-12,10.0,18.0,30.39
2015-01-13,10.0,14.0,30.36
2015-01-14,11.0,10.0,30.27
2015-01-15,14.0,11.0,30.12
2015-01-16,16.0,10.0,30.15
2015-01-17,15.0,16.0,30.15
2015-01-18,13.0,16.0,30.18
2015-01-19,13.0,24.0,30.09
2015-01-20,13.0,17.0,30.12
2015-01-21,14.0,12.0,30.24
2015-01-22,16.0,8.0,30.21
2015-01-23,16.0,11.0,30.12
2015-01-24,18.0,5.0,30.15
2015-01-25,18.0,12.0,30.21
2015-01-26,19.0,24.0,30.12
2015-01-27,20.0,19.0,30.03
2015-01-28,20.0,19.0,29.94
2015-01-29,21.0,12.0,29.88
2015-01-30,21.0,14.0,29.91
2015-01-31,18.0,17.0,30.12
2015-02-01,17.0,18.0,30.15
2015-02-02,18.0,15.0,30.06
2015-02-03,21.0,18.0,29.97
2015-02-04,21.0,13.0,30.0
2015-02-05,19.0,22.0,30.12
2015-02-06,18.0,17.0,30.12
2015-02-07,18.0,9.0,30.03
2015-02-08,21.0,21.0,29.77
2015-02-09,22.0,9.0,29.83
2015-02-10,22.0,12.0,29.77
2015-02-11,24.0,16.0,29.8
2015-02-12,18.0,24.0,29.91
2015-02-13,17.0,6.0,30.06
2015-02-14,18.0,7.0,30.0
2015-02-15,18.0,10.0,30.03
2015-02-16,20.0,22.0,29.94
2015-02-17,18.0,15.0,30.0
2015-02-18,19.0,10.0,30.0
2015-02-19,17.0,8.0,29.88
2015-02-20,17.0,15.0,29.68
2015-02-21,14.0,13.0,29.83
2015-02-22,13.0,22.0,30.03
2015-02-23,14.0,16.0,30.15
2015-02-24,16.0,9.0,30.12
2015-02-25,17.0,18.0,30.0
2015-02-26,18.0,24.0,30.09
2015-02-27,19.0,22.0,30.03
2015-02-28,20.0,8.0,30.0
2015-03-01,22.0,10.0,29.91
2015-03-02,21.0,16.0,29.94
2015-03-03,21.0,9.0,30.0
2015-03-04,21.0,9.0,29.97
2015-03-05,21.0,15.0,30.06
2015-03-06,20.0,21.0,30.15
2015-03-07,21.0,17.0,30.15
2015-03-08,22.0,9.0,30.09
2015-03-09,24.0,18.0,30.0
2015-03-10,22.0,9.0,30.0
2015-03-11,23.0,15.0,29.94
2015-03-12,23.0,13.0,29.94
2015-03-13,24.0,15.0,29.88
2015-03-14,25.0,15.0,29.88
2015-03-15,24.0,14.0,29.91
2015-03-16,24.0,13.0,29.94
2015-03-17,22.0,18.0,29.97
2015-03-18,22.0,17.0,29.97
2015-03-19,25.0,21.0,29.88
2015-03-20,25.0,15.0,29.85
2015-03-21,24.0,12.0,29.94
2015-03-22,22.0,20.0,29.91
2015-03-23,18.0,14.0,30.12
2015-03-24,19.0,6.0,30.12
2015-03-25,24.0,15.0,30.0
2015-03-26,25.0,13.0,29.97
2015-03-27,23.0,14.0,30.03
2015-03-28,25.0,7.0,30.0
2015-03-29,28.0,22.0,29.85
2015-03-30,28.0,26.0,29.71
2015-03-31,25.0,12.0,29.85
2015-04-01,25.0,19.0,29.8
2015-04-02,24.0,24.0,29.85
2015-04-03,26.0,14.0,29.8
2015-04-04,28.0,8.0,29.74
2015-04-05,28.0,19.0,29.85
2015-04-06,27.0,19.0,29.91
2015-04-07,29.0,15.0,29.85
2015-04-08,32.0,13.0,29.83
2015-04-09,33.0,15.0,29.8
2015-04-10,34.0,24.0,29.68
2015-04-11,32.0,22.0,29.71
2015-04-12,28.0,21.0,29.8
2015-04-13,29.0,15.0,29.85
2015-04-14,29.0,15.0,29.85
2015-04-15,29.0,12.0,29.85
2015-04-16,29.0,16.0,29.91
2015-04-17,25.0,13.0,30.06
2015-04-18,27.0,22.0,29.97
2015-04-19,29.0,20.0,29.91
2015-04-20,31.0,8.0,29.91
2015-04-21,33.0,20.0,29.83
2015-04-22,33.0,22.0,29.74
2015-04-23,33.0,19.0,29.77
2015-04-24,26.0,31.0,29.91
2015-04-25,24.0,25.0,30.09
2015-04-26,27.0,18.0,30.0
2015-04-27,30.0,11.0,29.94
2015-04-28,33.0,12.0,29.8
2015-04-29,35.0,11.0,29.85
2015-04-30,36.0,10.0,29.8
2015-05-01,38.0,12.0,29.74
2015-05-02,37.0,15.0,29.77
2015-05-03,34.0,13.0,29.77
2015-05-04,36.0,17.0,29.68
2015-05-05,34.0,9.0,29.65
2015-05-06,35.0,10.0,29.68
2015-05-07,36.0,16.0,29.65
2015-05-08,35.0,14.0,29.71
2015-05-09,34.0,9.0,29.65
2015-05-10,36.0,14.0,29.62
2015-05-11,38.0,18.0,29.68
2015-05-12,37.0,10.0,29.8
2015-05-13,40.0,17.0,29.71
2015-05-14,36.0,20.0,29.74
2015-05-15,32.0,13.0,29.91
2015-05-16,32.0,22.0,29.94
2015-05-17,35.0,23.0,29.83
2015-05-18,37.0,19.0,29.74
2015-05-19,38.0,16.0,29.74
2015-05-20,39.0,16.0,29.68
2015-05-21,40.0,12.0,29.68
2015-05-22,42.0,16.0,29.59
2015-05-23,39.0,18.0,29.65
2015-05-24,37.0,20.0,29.74
2015-05-25,38.0,21.0,29.77
2015-05-26,39.0,14.0,29.74
2015-05-27,40.0,14.0,29.74
2015-05-28,39.0,14.0,29.71
2015-05-29,42.0,11.0,29.62
2015-05-30,42.0,15.0,29.65
2015-05-31,43.0,15.0,29.68
2015-06-01,42.0,7.0,29.65
2015-06-02,44.0,10.0,29.65
2015-06-03,42.0,28.0,29.68
2015-06-04,42.0,33.0,29.65
2015-06-05,44.0,17.0,29.59
2015-06-06,43.0,14.0,29.65
2015-06-07,42.0,29.0,29.68
2015-06-08,41.0,32.0,29.68
2015-06-09,42.0,40.0,29.59
2015-06-10,44.0,33.0,29.53
2015-06-11,42.0,29.0,29.56
2015-06-12,40.0,32.0,29.62
2015-06-13,40.0,34.0,29.56
2015-06-14,41.0,31.0,29.5
2015-06-15,38.0,21.0,29.53
2015-06-16,40.0,18.0,29.5
2015-06-17,41.0,11.0,29.47
2015-06-18,41.0,14.0,29.5
2015-06-19,41.0,17.0,29.53
2015-06-20,42.0,25.0,29.5
2015-06-21,39.0,29.0,29.53
2015-06-22,39.0,31.0,29.53
2015-06-23,39.0,30.0,29.5
2015-06-24,40.0,29.0,29.5
2015-06-25,38.0,24.0,29.5
2015-06-26,38.0,19.0,29.5
2015-06-27,38.0,15.0,29.53
2015-06-28,39.0,23.0,29.56
2015-06-29,41.0,26.0,29.59
2015-06-30,40.0,29.0,29.65
2015-07-01,40.0,33.0,29.65
2015-07-02,41.0,24.0,29.59
2015-07-03,44.0,23.0,29.53
2015-07-04,46.0,28.0,29.53
2015-07-05,43.0,30.0,29.59
2015-07-06,42.0,30.0,29.56
2015-07-07,42.0,34.0,29.47
2015-07-08,41.0,28.0,29.47
2015-07-09,41.0,24.0,29.53
2015-07-10,41.0,28.0,29.5
2015-07-11,43.0,34.0,29.41
2015-07-12,43.0,24.0,29.38
2015-07-13,44.0,20.0,29.47
2015-07-14,45.0,19.0,29.47
2015-07-15,46.0,12.0,29.47
2015-07-16,46.0,14.0,29.44
2015-07-17,45.0,22.0,29.44
2015-07-18,43.0,18.0,29.41
2015-07-19,42.0,15.0,29.35
2015-07-20,43.0,21.0,29.32
2015-07-21,43.0,21.0,29.38
2015-07-22,44.0,10.0,29.44
2015-07-23,44.0,21.0,29.47
2015-07-24,44.0,15.0,29.5
2015-07-25,45.0,5.0,29.47
2015-07-26,45.0,16.0,29.41
2015-07-27,46.0,24.0,29.38
2015-07-28,45.0,25.0,29.44
2015-07-29,46.0,20.0,29.41
2015-07-30,47.0,19.0,29.41
2015-07-31,47.0,21.0,29.44
2015-08-01,47.0,27.0,29.44
2015-08-02,47.0,31.0,29.53
2015-08-03,45.0,24.0,29.53
2015-08-04,46.0,14.0,29.5
2015-08-05,45.0,7.0,29.5
2015-08-06,46.0,19.0,29.47
2015-08-07,47.0,23.0,29.47
2015-08-08,45.0,24.0,29.56
2015-08-09,43.0,25.0,29.56
2015-08-10,43.0,26.0,29.53
2015-08-11,41.0,24.0,29.56
2015-08-12,41.0,24.0,29.59
2015-08-13,41.0,17.0,29.56
2015-08-14,43.0,20.0,29.56
2015-08-15,44.0,23.0,29.53
2015-08-16,45.0,22.0,29.53
2015-08-17,45.0,27.0,29.53
2015-08-18,45.0,28.0,29.53
2015-08-19,45.0,16.0,29.53
2015-08-20,46.0,20.0,29.53
2015-08-21,46.0,26.0,29.5
2015-08-22,44.0,21.0,29.53
2015-08-23,44.0,13.0,29.5
2015-08-24,43.0,8.0,29.5
2015-08-25,43.0,10.0,29.5
2015-08-26,43.0,9.0,29.53
2015-08-27,43.0,15.0,29.59
2015-08-28,43.0,14.0,29.62
2015-08-29,44.0,11.0,29.59
2015-08-30,44.0,10.0,29.59
2015-08-31,44.0,9.0,29.56
2015-09-01,42.0,15.0,29.53
2015-09-02,41.0,18.0,29.59
2015-09-03,41.0,22.0,29.56
2015-09-04,38.0,15.0,29.62
2015-09-05,40.0,17.0,29.59
2015-09-06,40.0,15.0,29.59
2015-09-07,42.0,12.0,29.68
2015-09-08,41.0,12.0,29.62
2015-09-09,42.0,10.0,29.68
2015-09-10,42.0,13.0,29.71
2015-09-11,42.0,15.0,29.71
2015-09-12,41.0,12.0,29.68
2015-09-13,41.0,6.0,29.71
2015-09-14,41.0,8.0,29.74
2015-09-15,42.0,13.0,29.65
2015-09-16,40.0,19.0,29.65
2015-09-17,38.0,16.0,29.65
2015-09-18,38.0,15.0,29.65
2015-09-19,38.0,13.0,29.68
2015-09-20,38.0,13.0,29.68
2015-09-21,39.0,7.0,29.68
2015-09-22,39.0,11.0,29.68
2015-09-23,38.0,21.0,29.77
2015-09-24,37.0,27.0,29.74
2015-09-25,37.0,26.0,29.71
2015-09-26,38.0,20.0,29.71
2015-09-27,37.0,8.0,29.74
2015-09-28,37.0,15.0,29.74
2015-09-29,36.0,15.0,29.74
2015-09-30,37.0,12.0,29.8
2015-10-01,36.0,16.0,29.88
2015-10-02,37.0,10.0,29.94
2015-10-03,39.0,12.0,29.91
2015-10-04,39.0,15.0,29.85
2015-10-05,38.0,13.0,29.8
2015-10-06,38.0,12.0,29.71
2015-10-07,38.0,20.0,29.65
2015-10-08,35.0,13.0,29.77
2015-10-09,34.0,16.0,29.83
2015-10-10,32.0,14.0,29.85
2015-10-11,32.0,20.0,29.88
2015-10-12,32.0,21.0,29.88
2015-10-13,33.0,11.0,29.85
2015-10-14,34.0,5.0,29.83
2015-10-15,34.0,9.0,29.85
2015-10-16,34.0,9.0,29.85
2015-10-17,34.0,12.0,29.88
2015-10-18,34.0,9.0,29.88
2015-10-19,33.0,6.0,29.94
2015-10-20,33.0,9.0,29.88
2015-10-21,33.0,10.0,29.83
2015-10-22,30.0,17.0,29.91
2015-10-23,29.0,9.0,29.94
2015-10-24,31.0,13.0,29.91
2015-10-25,32.0,9.0,29.88
2015-10-26,32.0,17.0,29.83
2015-10-27,32.0,17.0,29.83
2015-10-28,29.0,26.0,29.83
2015-10-29,29.0,24.0,29.83
2015-10-30,27.0,17.0,29.88
2015-10-31,26.0,15.0,29.97
2015-11-01,25.0,13.0,30.03
2015-11-02,25.0,11.0,30.03
2015-11-03,24.0,9.0,30.09
2015-11-04,25.0,8.0,30.06
2015-11-05,27.0,15.0,29.97
2015-11-06,26.0,16.0,29.91
2015-11-07,23.0,13.0,29.97
2015-11-08,24.0,10.0,30.03
2015-11-09,24.0,13.0,29.94
2015-11-10,24.0,13.0,29.83
2015-11-11,22.0,11.0,29.94
2015-11-12,20.0,13.0,30.15
2015-11-13,21.0,13.0,30.18
2015-11-14,21.0,14.0,30.12
2015-11-15,22.0,10.0,30.06
2015-11-16,22.0,13.0,30.0
2015-11-17,22.0,19.0,29.91
2015-11-18,21.0,15.0,29.91
2015-11-19,20.0,10.0,30.09
2015-11-20,20.0,11.0,30.09
2015-11-21,19.0,13.0,30.12
2015-11-22,19.0,9.0,30.12
2015-11-23,19.0,7.0,30.09
2015-11-24,20.0,7.0,30.09
2015-11-25,22.0,8.0,30.15
2015-11-26,21.0,6.0,30.15
2015-11-27,22.0,6.0,30.09
2015-11-28,23.0,9.0,30.03
2015-11-29,22.0,10.0,30.06
2015-11-30,22.0,12.0,30.09
2015-12-01,25.0,21.0,30.0
2015-12-02,20.0,17.0,30.06
2015-12-03,19.0,8.0,30.12
2015-12-04,15.0,17.0,30.21
2015-12-05,12.0,15.0,30.24
2015-12-06,12.0,18.0,30.24
2015-12-07,10.0,11.0,30.3
2015-12-08,12.0,18.0,30.27
2015-12-09,13.0,11.0,30.24
2015-12-10,15.0,5.0,30.21
2015-12-11,16.0,5.0,30.18
2015-12-12,17.0,9.0,30.09
2015-12-13,19.0,20.0,29.97
2015-12-14,18.0,19.0,29.91
2015-12-15,15.0,10.0,30.12
2015-12-16,15.0,7.0,30.24
2015-12-17,16.0,8.0,30.18
2015-12-18,16.0,12.0,30.15
2015-12-19,16.0,11.0,30.18
2015-12-20,16.0,15.0,30.18
2015-12-21,15.0,17.0,30.24
2015-12-22,15.0,13.0,30.27
2015-12-23,13.0,10.0,30.27
2015-12-24,12.0,10.0,30.21
2015-12-25,15.0,17.0,30.24
2015-12-26,14.0,13.0,30.27
2015-12-27,15.0,5.0,30.33
2015-12-28,13.0,8.0,30.33
2015-12-29,15.0,8.0,30.15
2015-12-30,16.0,29.0,29.91
2015-12-31,14.0,10.0,30.06
2016-01-01,16.0,17.0,30.0
2016-01-02,14.0,16.0,30.18
2016-01-03,11.0,6.0,30.33
2016-01-04,14.0,12.0,30.18
2016-01-05,15.0,13.0,30.15
2016-01-06,16.0,5.0,30.15
2016-01-07,17.0,7.0,30.15
2016-01-08,17.0,20.0,30.0
2016-01-09,17.0,15.0,29.94
2016-01-10,15.0,11.0,30.18
2016-01-11,14.0,14.0,30.24
2016-01-12,14.0,10.0,30.18
2016-01-13,15.0,15.0,30.18
2016-01-14,15.0,8.0,30.12
2016-01-15,17.0,12.0,30.06
2016-01-16,16.0,14.0,30.12
2016-01-17,15.0,12.0,30.09
2016-01-18,17.0,15.0,30.0
2016-01-19,19.0,23.0,29.97
2016-01-20,16.0,14.0,30.15
2016-01-21,16.0,10.0,30.24
2016-01-22,17.0,7.0,30.15
2016-01-23,20.0,20.0,29.97
2016-01-24,20.0,13.0,29.94
2016-01-25,16.0,15.0,30.09
2016-01-26,14.0,11.0,30.12
2016-01-27,11.0,14.0,30.18
2016-01-28,7.0,22.0,30.3
2016-01-29,8.0,17.0,30.36
2016-01-30,10.0,15.0,30.36
2016-01-31,12.0,10.0,30.3
2016-02-01,13.0,10.0,30.27
2016-02-02,15.0,5.0,30.18
2016-02-03,16.0,15.0,30.24
2016-02-04,16.0,17.0,30.3
2016-02-05,17.0,8.0,30.3
2016-02-06,18.0,22.0,30.03
2016-02-07,19.0,17.0,29.88
2016-02-08,16.0,18.0,30.09
2016-02-09,15.0,14.0,30.24
2016-02-10,16.0,7.0,30.12
2016-02-11,16.0,17.0,30.12
2016-02-12,16.0,21.0,30.21
2016-02-13,17.0,19.0,30.15
2016-02-14,19.0,9.0,30.15
2016-02-15,21.0,13.0,30.18
2016-02-16,21.0,22.0,30.12
2016-02-17,22.0,13.0,30.12
2016-02-18,22.0,13.0,30.09
2016-02-19,23.0,10.0,30.06
2016-02-20,23.0,22.0,29.94
2016-02-21,23.0,14.0,29.94
2016-02-22,26.0,38.0,29.8
2016-02-23,20.0,8.0,29.91
2016-02-24,20.0,11.0,30.06
2016-02-25,21.0,12.0,30.09
2016-02-26,21.0,9.0,30.06
2016-02-27,23.0,14.0,30.03
2016-02-28,22.0,13.0,30.09
2016-02-29,22.0,23.0,30.15
2016-03-01,22.0,15.0,30.0
2016-03-02,25.0,9.0,29.97
2016-03-03,25.0,17.0,29.94
2016-03-04,27.0,34.0,29.85
2016-03-05,25.0,16.0,29.88
2016-03-06,24.0,18.0,29.91
2016-03-07,22.0,19.0,29.97
2016-03-08,22.0,10.0,29.94
2016-03-09,23.0,7.0,29.88
2016-03-10,25.0,6.0,29.91
2016-03-11,26.0,15.0,29.88
2016-03-12,25.0,15.0,29.97
2016-03-13,25.0,7.0,29.94
2016-03-14,29.0,16.0,29.83
2016-03-15,25.0,21.0,29.83
2016-03-16,23.0,13.0,29.91
2016-03-17,22.0,18.0,29.97
2016-03-18,22.0,9.0,30.03
2016-03-19,22.0,7.0,30.09
2016-03-20,25.0,30.0,29.94
2016-03-21,26.0,19.0,29.8
2016-03-22,23.0,19.0,29.91
2016-03-23,22.0,20.0,30.06
2016-03-24,24.0,12.0,30.12
2016-03-25,27.0,18.0,30.03
2016-03-26,27.0,21.0,29.94
2016-03-27,25.0,26.0,29.8
2016-03-28,25.0,13.0,29.8
2016-03-29,22.0,19.0,29.94
2016-03-30,21.0,15.0,30.06
2016-03-31,21.0,23.0,30.03
2016-04-01,22.0,19.0,30.0
2016-04-02,22.0,13.0,30.03
2016-04-03,24.0,9.0,30.03
2016-04-04,26.0,8.0,29.94
2016-04-05,27.0,12.0,29.85
2016-04-06,29.0,14.0,29.8
2016-04-07,29.0,10.0,29.83
2016-04-08,30.0,10.0,29.83
2016-04-09,31.0,14.0,29.83
2016-04-10,33.0,12.0,29.83
2016-04-11,33.0,23.0,29.77
2016-04-12,31.0,22.0,29.65
2016-04-13,29.0,15.0,29.83
2016-04-14,29.0,15.0,29.85
2016-04-15,29.0,12.0,29.85
2016-04-16,29.0,14.0,29.83
2016-04-17,29.0,14.0,29.85
2016-04-18,29.0,16.0,29.85
2016-04-19,30.0,14.0,29.85
2016-04-20,30.0,17.0,29.83
2016-04-21,31.0,9.0,29.94
2016-04-22,33.0,6.0,29.88
2016-04-23,34.0,10.0,29.77
2016-04-24,36.0,7.0,29.68
2016-04-25,37.0,10.0,29.68
2016-04-26,38.0,12.0,29.74
2016-04-27,39.0,14.0,29.74
2016-04-28,37.0,14.0,29.68
2016-04-29,33.0,18.0,29.74
2016-04-30,31.0,16.0,29.83
2016-05-01,33.0,9.0,29.8
2016-05-02,37.0,16.0,29.68
2016-05-03,36.0,15.0,29.68
2016-05-04,37.0,10.0,29.71
2016-05-05,35.0,22.0,29.74
2016-05-06,36.0,14.0,29.71
2016-05-07,35.0,14.0,29.74
2016-05-08,34.0,22.0,29.77
2016-05-09,35.0,19.0,29.77
2016-05-10,35.0,8.0,29.71
2016-05-11,37.0,19.0,29.68
2016-05-12,36.0,19.0,29.68
2016-05-13,35.0,22.0,29.77
2016-05-14,37.0,19.0,29.83
2016-05-15,38.0,28.0,29.8
2016-05-16,40.0,29.0,29.74
2016-05-17,41.0,12.0,29.65
2016-05-18,43.0,14.0,29.59
2016-05-19,37.0,12.0,29.71
2016-05-20,37.0,15.0,29.71
2016-05-21,37.0,15.0,29.71
2016-05-22,36.0,20.0,29.71
2016-05-23,38.0,6.0,29.68
2016-05-24,36.0,23.0,29.65
2016-05-25,33.0,20.0,29.77
2016-05-26,31.0,16.0,29.74
2016-05-27,32.0,9.0,29.68
2016-05-28,32.0,19.0,29.65
2016-05-29,38.0,15.0,29.71
2016-05-30,35.0,26.0,29.71
2016-05-31,34.0,23.0,29.77
2016-06-01,39.0,16.0,29.65
2016-06-02,37.0,12.0,29.68
2016-06-03,37.0,17.0,29.65
2016-06-04,39.0,18.0,29.68
2016-06-05,41.0,13.0,29.71
2016-06-06,43.0,11.0,29.68
2016-06-07,41.0,17.0,29.68
2016-06-08,39.0,17.0,29.71
2016-06-09,41.0,9.0,29.65
2016-06-10,40.0,17.0,29.59
2016-06-11,39.0,22.0,29.68
2016-06-12,37.0,18.0,29.71
2016-06-13,37.0,21.0,29.71
2016-06-14,38.0,27.0,29.68
2016-06-15,37.0,25.0,29.59
2016-06-16,40.0,22.0,29.56
2016-06-17,38.0,16.0,29.56
2016-06-18,39.0,13.0,29.62
2016-06-19,40.0,12.0,29.68
2016-06-20,41.0,24.0,29.62
2016-06-21,42.0,28.0,29.53
2016-06-22,42.0,17.0,29.5
2016-06-23,43.0,14.0,29.53
2016-06-24,43.0,15.0,29.44
2016-06-25,44.0,17.0,29.47
2016-06-26,45.0,21.0,29.5
2016-06-27,44.0,26.0,29.47
2016-06-28,44.0,23.0,29.44
2016-06-29,45.0,9.0,29.47
2016-06-30,45.0,11.0,29.47
